N1,N2,N3,N4,N5,Star1,Star2,Probability
14,23,24,35,43,4,12,0.000200
2,10,21,26,36,9,11,0.000200
9,21,35,45,49,3,4,0.000200
23,33,37,41,50,7,8,0.000200
20,24,25,42,47,4,10,0.000200
1,11,17,33,44,3,4,0.000200
1,5,20,24,42,3,9,0.000200
6,19,36,44,45,8,10,0.000200
6,14,29,36,41,5,8,0.000200
9,13,22,34,46,3,9,0.000200
4,7,17,18,21,3,4,0.000200
2,13,16,38,41,1,10,0.000200
6,17,20,28,30,8,11,0.000200
2,9,13,28,43,1,4,0.000200
11,13,15,24,30,11,12,0.000200
32,35,39,41,46,1,7,0.000200
16,33,40,42,43,9,12,0.000200
5,11,15,21,32,1,10,0.000200
5,8,18,41,45,2,5,0.000200
2,7,12,33,35,3,5,0.000200
13,15,20,40,42,2,10,0.000200
10,14,17,22,28,7,10,0.000200
3,5,14,33,47,1,10,0.000200
2,5,29,39,42,4,9,0.000200
3,14,32,38,44,2,9,0.000200
3,13,33,36,37,2,3,0.000200
7,26,30,34,36,6,7,0.000200
4,9,35,49,50,2,3,0.000200
9,20,29,42,43,3,7,0.000200
6,27,30,34,37,4,12,0.000200
6,31,36,46,50,4,10,0.000200
2,14,38,41,48,1,9,0.000200
11,12,21,33,47,3,5,0.000200
20,22,28,35,47,2,4,0.000200
12,14,26,35,46,3,4,0.000200
2,7,13,15,39,1,2,0.000200
3,8,18,24,34,3,10,0.000200
9,18,27,34,44,9,10,0.000200
11,23,26,34,49,6,10,0.000200
2,13,41,47,48,6,12,0.000200
10,18,24,34,43,2,4,0.000200
9,11,27,38,45,6,12,0.000200
5,13,19,21,27,2,9,0.000200
5,20,30,41,46,10,11,0.000200
5,21,33,34,37,6,9,0.000200
3,22,30,40,49,6,10,0.000200
21,22,38,42,49,1,5,0.000200
11,26,37,40,48,2,5,0.000200
24,26,29,43,45,3,4,0.000200
7,19,34,40,45,8,10,0.000200
2,12,17,21,28,3,8,0.000200
30,31,33,47,50,2,3,0.000200
1,8,27,35,40,4,11,0.000200
1,13,14,23,34,1,7,0.000200
1,11,20,24,44,8,12,0.000200
7,25,26,36,50,3,8,0.000200
1,3,4,30,37,1,9,0.000200
1,20,32,35,49,2,5,0.000200
3,6,10,18,46,3,8,0.000200
23,40,42,47,48,3,10,0.000200
27,36,41,44,48,5,7,0.000200
3,9,15,26,45,5,11,0.000200
5,20,22,34,47,2,7,0.000200
12,13,16,20,44,4,9,0.000200
15,28,31,43,44,4,9,0.000200
25,43,44,45,46,3,6,0.000200
7,8,27,43,44,1,2,0.000200
17,25,27,45,47,3,5,0.000200
1,27,28,31,34,3,4,0.000200
2,18,21,27,42,3,7,0.000200
15,21,29,31,48,6,9,0.000200
7,10,33,35,44,2,3,0.000200
11,17,20,23,37,4,8,0.000200
7,8,16,21,37,2,6,0.000200
2,20,27,33,34,8,12,0.000200
4,13,15,45,47,6,11,0.000200
13,28,34,43,45,2,4,0.000200
13,14,21,27,39,3,6,0.000200
17,23,26,34,41,2,5,0.000200
4,24,27,32,40,2,12,0.000200
5,30,31,35,36,8,11,0.000200
5,15,29,31,47,3,6,0.000200
9,12,25,26,48,3,8,0.000200
2,32,41,46,47,3,10,0.000200
8,30,39,45,48,4,10,0.000200
4,24,34,44,50,6,8,0.000200
8,13,21,42,44,9,11,0.000200
2,19,32,46,49,6,9,0.000200
21,37,47,48,50,7,10,0.000200
1,10,30,35,41,2,11,0.000200
8,35,39,40,41,4,7,0.000200
29,30,31,46,50,6,10,0.000200
19,25,36,38,49,9,12,0.000200
9,16,34,39,50,7,9,0.000200
19,43,44,47,49,1,5,0.000200
9,13,14,19,40,5,11,0.000200
2,9,32,44,46,3,9,0.000200
4,6,18,30,35,6,7,0.000200
12,15,22,47,49,2,5,0.000200
17,19,24,32,38,6,10,0.000200
32,33,39,40,48,6,10,0.000200
9,17,23,47,49,1,3,0.000200
1,2,6,16,35,3,10,0.000200
2,3,24,44,45,2,10,0.000200
13,16,25,34,36,9,10,0.000200
1,2,11,13,21,8,9,0.000200
5,24,29,30,33,6,8,0.000200
9,30,37,42,44,6,9,0.000200
1,10,21,22,27,1,10,0.000200
5,6,25,30,34,9,10,0.000200
14,15,21,29,42,2,10,0.000200
4,15,21,37,46,7,12,0.000200
15,26,38,40,47,7,11,0.000200
4,16,23,42,49,2,6,0.000200
7,9,19,23,26,1,7,0.000200
7,11,17,23,36,10,12,0.000200
2,7,33,38,47,3,7,0.000200
8,34,38,39,43,9,11,0.000200
18,40,41,46,49,10,12,0.000200
9,15,19,32,43,9,12,0.000200
14,29,37,44,47,4,5,0.000200
2,12,25,33,34,4,6,0.000200
13,19,20,22,35,4,9,0.000200
29,35,48,49,50,6,9,0.000200
7,10,18,30,43,1,7,0.000200
21,38,41,44,46,3,9,0.000200
5,14,21,29,36,2,6,0.000200
2,21,37,39,47,2,4,0.000200
1,8,9,21,26,5,8,0.000200
5,20,22,44,47,3,9,0.000200
8,14,17,24,31,4,6,0.000200
9,20,24,35,49,7,10,0.000200
6,9,11,23,40,3,6,0.000200
3,9,38,41,42,2,3,0.000200
1,11,12,22,33,1,7,0.000200
4,11,12,29,31,1,4,0.000200
3,15,37,42,48,2,4,0.000200
3,16,26,34,35,5,8,0.000200
2,7,8,13,46,1,11,0.000200
20,33,43,44,48,3,11,0.000200
10,11,16,20,42,6,11,0.000200
15,17,31,43,50,3,12,0.000200
15,21,30,31,40,2,7,0.000200
2,7,17,21,37,4,6,0.000200
7,19,20,25,32,8,9,0.000200
5,7,27,42,45,3,4,0.000200
7,12,21,23,45,10,11,0.000200
15,21,47,48,50,2,6,0.000200
10,15,39,49,50,5,8,0.000200
9,34,36,37,39,2,11,0.000200
3,5,10,20,48,8,11,0.000200
7,14,15,37,42,3,10,0.000200
8,30,36,38,39,3,6,0.000200
2,21,38,42,48,2,7,0.000200
2,10,14,39,45,3,11,0.000200
7,16,28,39,42,6,11,0.000200
3,19,24,32,44,4,5,0.000200
4,18,28,34,49,7,12,0.000200
5,16,28,36,50,1,12,0.000200
5,9,23,27,28,2,9,0.000200
1,17,18,26,45,3,10,0.000200
15,17,24,32,38,3,9,0.000200
14,43,44,47,49,6,11,0.000200
10,14,21,41,46,1,6,0.000200
9,11,19,22,24,5,9,0.000200
7,13,29,37,50,9,10,0.000200
10,11,22,33,50,8,9,0.000200
1,4,21,25,39,10,12,0.000200
6,7,12,14,34,5,8,0.000200
2,17,33,48,50,5,8,0.000200
4,5,9,21,47,6,7,0.000200
2,35,40,49,50,9,12,0.000200
19,20,21,47,50,3,6,0.000200
1,19,35,42,48,3,7,0.000200
18,29,30,40,41,3,5,0.000200
3,13,27,41,48,4,11,0.000200
1,17,27,30,38,2,7,0.000200
16,21,37,38,45,5,10,0.000200
8,14,41,47,48,5,6,0.000200
23,24,32,40,44,7,8,0.000200
39,42,46,48,49,2,6,0.000200
2,3,5,9,39,3,6,0.000200
2,4,24,45,50,11,12,0.000200
8,15,29,37,44,4,9,0.000200
3,18,23,42,46,2,8,0.000200
11,21,22,23,44,2,8,0.000200
4,19,24,40,46,4,10,0.000200
21,33,37,38,45,8,9,0.000200
1,2,44,48,49,9,11,0.000200
4,13,18,25,28,1,8,0.000200
6,8,38,40,44,7,10,0.000200
1,13,21,39,43,1,3,0.000200
7,9,25,38,41,4,6,0.000200
1,3,7,32,39,1,9,0.000200
4,5,17,18,20,8,10,0.000200
9,16,23,25,50,1,11,0.000200
4,9,10,11,49,2,9,0.000200
3,4,20,32,43,6,9,0.000200
20,24,33,39,46,3,6,0.000200
9,11,12,15,35,4,10,0.000200
7,32,37,41,43,2,4,0.000200
16,24,43,48,50,2,3,0.000200
1,3,7,28,45,3,10,0.000200
20,25,32,49,50,8,10,0.000200
4,13,22,23,47,2,5,0.000200
5,14,24,25,40,3,8,0.000200
7,11,29,38,48,2,3,0.000200
1,29,31,37,40,1,11,0.000200
3,20,21,23,49,2,4,0.000200
13,17,21,39,44,4,8,0.000200
5,7,18,27,43,6,8,0.000200
18,25,26,29,31,4,7,0.000200
26,36,37,39,42,4,12,0.000200
13,26,44,47,50,3,6,0.000200
2,8,27,33,46,7,8,0.000200
14,15,26,27,42,1,10,0.000200
15,23,33,46,50,1,7,0.000200
9,12,16,29,34,2,7,0.000200
8,14,35,41,45,2,5,0.000200
1,7,20,24,45,6,9,0.000200
9,27,28,31,38,10,12,0.000200
1,16,39,46,47,2,3,0.000200
11,14,19,28,31,4,6,0.000200
5,23,29,30,39,1,4,0.000200
4,13,18,43,49,3,7,0.000200
6,7,19,20,40,8,11,0.000200
8,10,15,34,39,2,3,0.000200
3,37,39,42,43,2,4,0.000200
11,28,38,44,45,4,7,0.000200
7,13,39,40,48,6,9,0.000200
4,6,29,44,45,2,11,0.000200
5,6,7,29,45,3,11,0.000200
5,11,14,17,50,2,3,0.000200
4,19,26,36,42,11,12,0.000200
2,30,41,46,50,8,10,0.000200
23,25,28,29,37,2,4,0.000200
10,11,16,32,43,7,9,0.000200
22,27,35,45,49,1,11,0.000200
6,34,42,43,50,3,6,0.000200
1,14,20,37,48,10,11,0.000200
14,27,30,33,42,3,8,0.000200
7,21,27,42,43,5,9,0.000200
4,13,14,26,39,2,10,0.000200
19,33,43,45,49,2,9,0.000200
12,13,34,46,49,6,8,0.000200
1,17,19,37,43,5,7,0.000200
6,8,20,42,48,3,5,0.000200
16,21,26,34,49,2,9,0.000200
1,4,10,22,33,3,9,0.000200
2,9,29,41,47,7,12,0.000200
12,14,23,40,44,1,6,0.000200
4,7,12,36,39,5,10,0.000200
9,27,38,46,49,6,11,0.000200
2,15,31,33,49,2,9,0.000200
6,14,19,26,42,2,9,0.000200
8,19,31,35,41,5,8,0.000200
3,11,15,41,48,3,9,0.000200
7,26,29,30,49,5,10,0.000200
4,18,19,36,46,1,5,0.000200
3,30,34,35,48,7,8,0.000200
9,28,38,49,50,4,6,0.000200
6,10,22,31,37,1,11,0.000200
13,26,33,44,50,1,2,0.000200
1,18,26,36,38,2,8,0.000200
2,11,15,35,46,2,10,0.000200
15,16,24,30,31,2,9,0.000200
14,27,29,41,45,3,4,0.000200
2,16,28,41,50,1,7,0.000200
1,32,33,39,43,2,5,0.000200
22,23,34,42,46,3,10,0.000200
10,11,25,30,48,6,10,0.000200
20,21,40,45,49,1,5,0.000200
10,25,28,44,48,3,10,0.000200
9,11,16,30,39,6,9,0.000200
34,37,42,47,49,2,12,0.000200
32,33,41,48,50,4,7,0.000200
13,18,26,31,47,1,5,0.000200
8,9,32,35,46,10,12,0.000200
1,4,26,31,36,4,7,0.000200
7,21,30,33,34,1,6,0.000200
2,4,21,29,38,3,5,0.000200
6,10,13,24,50,7,10,0.000200
8,29,31,33,36,5,6,0.000200
17,25,32,41,45,11,12,0.000200
6,14,17,43,45,5,10,0.000200
12,18,19,22,42,3,4,0.000200
1,4,13,19,28,6,7,0.000200
4,7,8,11,49,5,6,0.000200
12,21,27,32,46,4,9,0.000200
6,10,19,37,48,1,11,0.000200
1,18,19,22,34,2,5,0.000200
9,12,16,17,33,5,9,0.000200
10,13,33,37,40,3,6,0.000200
5,8,22,29,31,3,8,0.000200
15,16,27,42,47,1,7,0.000200
11,28,33,36,47,9,11,0.000200
12,17,22,24,27,2,7,0.000200
1,18,24,44,45,5,7,0.000200
13,20,21,43,46,4,6,0.000200
2,7,13,28,42,7,10,0.000200
20,29,39,44,47,4,8,0.000200
1,6,11,30,38,5,11,0.000200
18,29,33,39,48,5,9,0.000200
4,9,18,42,46,5,7,0.000200
10,17,23,35,40,2,8,0.000200
5,27,39,44,47,8,10,0.000200
17,20,23,25,30,10,12,0.000200
8,22,28,29,46,2,8,0.000200
16,30,44,45,46,4,9,0.000200
6,17,21,38,39,2,8,0.000200
4,7,18,19,39,6,8,0.000200
9,36,39,44,49,5,6,0.000200
4,5,31,42,46,6,8,0.000200
12,25,34,36,50,2,11,0.000200
5,26,34,45,49,3,6,0.000200
1,4,11,21,23,3,5,0.000200
8,24,27,28,49,2,3,0.000200
11,12,31,33,42,5,6,0.000200
26,33,42,48,50,3,8,0.000200
15,22,23,24,29,3,5,0.000200
4,34,35,43,49,8,11,0.000200
3,12,17,22,28,4,10,0.000200
4,7,21,33,50,1,4,0.000200
9,15,19,28,37,6,8,0.000200
9,13,15,22,39,5,6,0.000200
13,26,33,47,50,4,9,0.000200
10,23,27,36,40,1,8,0.000200
3,16,37,38,50,3,11,0.000200
3,7,20,21,44,6,9,0.000200
16,24,38,39,44,1,6,0.000200
2,6,16,30,49,4,11,0.000200
6,14,30,35,37,1,2,0.000200
2,17,45,46,47,10,12,0.000200
18,28,42,47,49,2,10,0.000200
10,17,40,41,50,2,9,0.000200
15,16,19,26,36,1,6,0.000200
4,18,32,37,44,4,6,0.000200
3,15,26,28,46,7,12,0.000200
19,27,30,43,46,3,10,0.000200
17,22,41,46,49,3,8,0.000200
8,11,14,16,38,6,8,0.000200
8,32,37,41,50,7,11,0.000200
16,21,35,36,42,2,7,0.000200
24,27,38,43,49,2,6,0.000200
1,5,7,20,34,4,11,0.000200
11,23,31,41,47,9,10,0.000200
6,21,23,26,34,4,8,0.000200
12,13,30,44,47,2,6,0.000200
9,16,22,34,40,6,11,0.000200
5,7,8,14,35,4,6,0.000200
1,4,7,11,22,7,10,0.000200
24,26,32,37,49,5,12,0.000200
5,11,32,39,48,6,8,0.000200
24,32,33,40,41,3,6,0.000200
2,8,24,30,45,6,9,0.000200
4,11,35,40,41,10,11,0.000200
21,40,43,45,49,1,2,0.000200
24,26,34,40,49,2,7,0.000200
2,31,34,40,49,3,11,0.000200
12,26,28,47,50,2,7,0.000200
26,30,40,49,50,5,10,0.000200
8,11,39,40,45,4,6,0.000200
1,19,31,33,35,2,3,0.000200
7,13,19,35,50,3,6,0.000200
15,17,37,44,48,8,10,0.000200
25,27,36,38,45,5,8,0.000200
10,25,35,37,42,6,8,0.000200
6,11,12,19,49,1,12,0.000200
6,15,25,27,30,3,5,0.000200
8,12,15,31,49,5,8,0.000200
9,24,35,46,48,5,6,0.000200
1,16,34,36,50,4,10,0.000200
1,7,17,19,45,1,3,0.000200
9,14,19,24,33,2,11,0.000200
22,25,27,32,33,7,10,0.000200
7,15,26,46,50,4,9,0.000200
13,18,21,29,32,4,5,0.000200
21,24,26,31,42,2,9,0.000200
1,4,18,35,49,3,10,0.000200
9,21,37,43,50,7,11,0.000200
7,12,36,41,42,1,9,0.000200
31,43,44,46,49,3,6,0.000200
3,12,15,16,26,2,11,0.000200
9,18,24,33,36,1,2,0.000200
2,19,23,26,49,3,7,0.000200
1,4,8,10,50,1,2,0.000200
3,26,43,45,49,3,8,0.000200
8,29,32,36,42,3,4,0.000200
2,4,13,31,35,1,6,0.000200
3,14,23,25,30,10,12,0.000200
8,24,38,44,50,3,10,0.000200
5,8,9,42,45,4,10,0.000200
12,25,26,37,40,4,12,0.000200
5,17,28,30,40,4,11,0.000200
3,5,8,19,36,2,10,0.000200
8,20,39,42,43,4,10,0.000200
9,21,36,48,50,10,11,0.000200
33,34,41,45,50,6,10,0.000200
1,3,19,38,50,1,8,0.000200
2,8,23,29,46,1,8,0.000200
17,22,23,31,39,4,8,0.000200
7,13,20,24,31,1,2,0.000200
9,10,12,42,44,1,4,0.000200
5,9,17,18,42,1,5,0.000200
10,23,24,39,40,3,8,0.000200
7,22,30,41,49,8,9,0.000200
11,13,34,43,48,1,11,0.000200
12,19,22,37,50,3,5,0.000200
2,15,27,28,46,8,11,0.000200
21,27,28,37,49,4,5,0.000200
9,22,40,46,50,4,7,0.000200
6,27,31,32,44,3,12,0.000200
2,22,42,44,47,1,4,0.000200
23,26,28,31,50,2,7,0.000200
1,7,24,36,40,4,9,0.000200
1,9,13,15,49,3,10,0.000200
4,9,16,18,34,2,12,0.000200
5,32,41,43,44,1,5,0.000200
5,12,28,33,47,2,9,0.000200
12,23,28,41,45,1,10,0.000200
9,23,25,34,39,9,11,0.000200
4,18,21,31,33,1,12,0.000200
29,36,40,45,47,9,11,0.000200
1,4,5,31,46,2,9,0.000200
15,21,22,31,43,1,8,0.000200
9,34,38,47,49,2,10,0.000200
2,6,10,29,42,2,11,0.000200
21,29,41,48,49,3,12,0.000200
15,19,21,23,24,3,4,0.000200
20,21,22,38,48,9,11,0.000200
8,12,19,30,39,7,9,0.000200
17,27,30,33,42,6,7,0.000200
9,19,26,34,38,8,10,0.000200
21,30,31,49,50,3,4,0.000200
9,20,22,35,49,6,11,0.000200
4,6,9,38,40,1,9,0.000200
9,24,25,27,36,3,6,0.000200
1,7,32,35,50,3,6,0.000200
13,16,21,29,39,3,4,0.000200
13,16,18,32,44,2,6,0.000200
9,13,25,36,37,2,10,0.000200
13,20,21,37,38,5,8,0.000200
2,24,29,35,40,1,4,0.000200
1,12,13,17,18,3,4,0.000200
13,28,29,33,49,8,12,0.000200
2,12,14,19,20,2,10,0.000200
1,2,20,24,39,2,10,0.000200
15,20,43,45,50,1,7,0.000200
11,24,36,44,48,4,10,0.000200
7,8,10,13,39,5,8,0.000200
2,26,29,43,47,7,8,0.000200
2,4,15,30,40,7,9,0.000200
5,7,26,40,45,4,9,0.000200
11,20,24,37,41,3,6,0.000200
3,10,15,24,28,1,11,0.000200
9,38,43,45,49,1,8,0.000200
10,13,36,43,44,2,10,0.000200
3,10,12,15,32,1,9,0.000200
12,14,19,33,47,1,2,0.000200
2,18,19,29,34,6,8,0.000200
9,12,13,15,44,7,10,0.000200
17,23,35,38,41,2,4,0.000200
3,5,35,45,50,8,10,0.000200
1,27,28,32,45,1,10,0.000200
5,9,15,17,47,2,7,0.000200
12,19,22,27,36,8,9,0.000200
13,25,37,49,50,2,4,0.000200
6,21,24,37,48,2,3,0.000200
4,23,34,36,39,2,4,0.000200
17,19,22,26,45,3,11,0.000200
3,4,30,35,38,7,8,0.000200
3,9,18,30,46,10,12,0.000200
19,22,25,45,50,5,10,0.000200
2,4,17,36,41,1,6,0.000200
9,11,20,39,49,3,10,0.000200
5,10,26,32,48,7,11,0.000200
1,6,13,32,50,2,12,0.000200
2,7,8,23,35,3,12,0.000200
8,13,19,25,42,2,7,0.000200
5,18,19,23,27,5,10,0.000200
17,35,39,43,45,10,11,0.000200
5,7,9,21,47,2,10,0.000200
10,19,20,38,40,3,11,0.000200
4,18,24,26,30,8,11,0.000200
4,9,13,19,37,1,5,0.000200
17,25,26,28,46,2,11,0.000200
13,35,40,42,43,2,9,0.000200
1,30,32,39,49,8,11,0.000200
1,17,36,44,46,3,11,0.000200
14,16,30,38,39,3,7,0.000200
6,8,11,16,22,2,12,0.000200
7,15,23,30,38,3,9,0.000200
10,20,27,35,39,1,3,0.000200
3,18,23,27,43,7,10,0.000200
10,14,19,31,44,9,10,0.000200
3,5,16,17,29,1,8,0.000200
3,6,7,9,23,3,7,0.000200
5,22,24,31,39,1,2,0.000200
15,24,34,39,48,6,8,0.000200
14,19,29,32,40,2,9,0.000200
5,10,12,29,44,1,7,0.000200
4,8,18,24,44,10,11,0.000200
24,35,38,44,49,7,9,0.000200
8,12,27,30,35,8,12,0.000200
3,17,38,49,50,8,9,0.000200
5,11,37,42,50,1,4,0.000200
16,21,22,24,39,4,6,0.000200
21,43,45,48,50,3,10,0.000200
8,20,28,34,41,3,4,0.000200
1,30,31,32,50,5,9,0.000200
6,7,11,17,38,3,10,0.000200
4,5,22,48,49,5,10,0.000200
1,9,10,14,33,4,5,0.000200
10,12,33,44,47,1,11,0.000200
3,13,33,40,50,2,9,0.000200
3,8,16,44,49,5,7,0.000200
14,29,34,47,50,1,3,0.000200
10,17,21,36,44,2,5,0.000200
4,9,32,42,48,8,10,0.000200
5,7,21,38,40,1,2,0.000200
4,10,16,34,40,7,11,0.000200
13,16,31,37,39,7,10,0.000200
2,10,13,43,50,4,11,0.000200
3,20,29,34,49,2,6,0.000200
6,7,33,35,45,2,10,0.000200
1,7,27,34,43,1,9,0.000200
10,15,18,20,24,1,4,0.000200
2,25,26,34,50,10,11,0.000200
14,23,25,34,43,7,9,0.000200
4,19,23,39,47,1,6,0.000200
10,16,20,32,46,7,9,0.000200
7,9,17,26,41,3,6,0.000200
8,9,28,39,40,1,9,0.000200
18,21,23,36,41,5,7,0.000200
4,6,19,22,46,6,8,0.000200
12,19,23,37,49,3,6,0.000200
16,20,28,32,43,9,11,0.000200
11,23,39,46,50,9,10,0.000200
3,7,13,45,48,8,10,0.000200
9,20,21,45,46,6,11,0.000200
2,5,15,32,48,2,7,0.000200
19,20,39,43,44,6,7,0.000200
30,32,39,41,42,4,8,0.000200
7,15,33,34,49,6,12,0.000200
5,9,13,25,28,3,6,0.000200
8,12,19,20,23,5,10,0.000200
4,8,20,21,45,6,9,0.000200
2,4,9,30,39,1,7,0.000200
12,18,23,30,45,1,2,0.000200
2,11,20,27,31,5,11,0.000200
4,5,34,37,46,3,8,0.000200
6,8,9,18,44,3,5,0.000200
1,18,20,31,34,3,12,0.000200
6,7,27,29,44,1,9,0.000200
10,16,35,37,40,2,10,0.000200
7,12,31,34,38,3,11,0.000200
1,7,13,19,46,1,5,0.000200
2,10,20,22,25,6,7,0.000200
3,5,12,17,31,3,12,0.000200
8,23,26,28,50,3,8,0.000200
11,26,32,47,50,2,7,0.000200
2,16,24,25,45,2,8,0.000200
6,9,11,36,44,2,8,0.000200
7,8,31,39,50,1,5,0.000200
2,14,20,22,32,1,5,0.000200
1,12,16,29,33,3,4,0.000200
2,22,23,36,42,1,3,0.000200
1,8,19,27,46,3,12,0.000200
9,10,21,32,46,3,6,0.000200
8,26,32,44,45,3,12,0.000200
7,13,15,32,45,1,7,0.000200
1,8,30,37,41,3,11,0.000200
10,16,27,30,49,2,10,0.000200
4,9,11,19,48,3,10,0.000200
2,6,23,36,44,2,3,0.000200
1,2,30,42,46,6,9,0.000200
4,10,22,37,45,1,8,0.000200
3,26,34,37,50,2,11,0.000200
4,6,8,9,26,6,10,0.000200
5,9,10,17,39,6,7,0.000200
6,7,33,34,42,3,12,0.000200
1,22,23,30,40,2,4,0.000200
2,8,28,31,41,1,2,0.000200
16,22,24,33,37,5,6,0.000200
1,6,19,41,42,4,12,0.000200
10,22,34,38,43,1,2,0.000200
7,24,32,36,41,2,5,0.000200
2,3,31,33,39,3,11,0.000200
12,15,34,45,49,3,7,0.000200
11,16,17,28,29,2,3,0.000200
10,30,34,36,49,2,8,0.000200
1,7,32,42,50,2,7,0.000200
10,17,18,22,23,2,12,0.000200
9,19,21,23,45,8,11,0.000200
13,24,32,42,44,6,9,0.000200
11,14,23,30,43,3,5,0.000200
8,25,29,43,50,2,6,0.000200
2,23,24,29,37,2,4,0.000200
17,30,34,45,48,3,11,0.000200
9,15,36,41,42,2,7,0.000200
5,13,19,28,35,7,12,0.000200
3,8,16,27,29,7,10,0.000200
1,9,31,33,38,3,6,0.000200
26,29,39,45,46,3,11,0.000200
10,16,32,33,35,9,10,0.000200
2,5,7,15,45,3,5,0.000200
12,13,42,45,49,2,5,0.000200
14,19,30,31,36,2,8,0.000200
4,5,22,24,49,2,7,0.000200
10,13,24,33,37,6,10,0.000200
7,19,20,22,39,2,7,0.000200
23,24,25,34,44,3,5,0.000200
6,14,21,37,38,6,7,0.000200
2,8,38,46,49,3,11,0.000200
21,26,34,35,41,3,10,0.000200
5,19,27,28,50,1,8,0.000200
26,32,42,46,49,2,10,0.000200
19,24,32,44,47,5,11,0.000200
6,11,32,40,44,2,5,0.000200
16,20,34,37,47,9,11,0.000200
2,9,44,46,47,2,10,0.000200
5,14,17,23,40,6,8,0.000200
5,14,19,34,35,8,10,0.000200
2,14,23,40,41,2,3,0.000200
7,10,20,29,34,3,8,0.000200
2,22,28,35,39,5,10,0.000200
10,11,20,28,30,9,12,0.000200
5,10,15,18,26,3,10,0.000200
5,6,21,31,42,3,4,0.000200
6,30,31,41,45,1,2,0.000200
10,19,23,35,46,5,12,0.000200
2,12,24,32,40,1,3,0.000200
17,27,29,31,44,5,7,0.000200
12,22,23,44,47,3,8,0.000200
9,17,22,25,41,1,6,0.000200
14,19,20,28,46,8,9,0.000200
33,35,37,39,40,6,12,0.000200
1,11,22,47,48,5,7,0.000200
5,20,27,43,48,1,3,0.000200
6,12,44,48,49,7,8,0.000200
4,6,12,17,26,2,3,0.000200
5,6,20,30,41,4,5,0.000200
5,20,29,45,47,3,9,0.000200
17,18,21,22,23,3,11,0.000200
2,15,28,39,44,3,9,0.000200
18,23,25,41,45,1,8,0.000200
17,28,30,33,34,3,12,0.000200
15,26,33,34,44,3,6,0.000200
1,12,25,26,32,9,10,0.000200
7,8,23,39,44,1,9,0.000200
21,29,30,45,46,9,11,0.000200
14,21,24,25,42,6,9,0.000200
21,22,25,33,41,3,4,0.000200
1,14,20,24,30,9,11,0.000200
18,31,34,46,48,2,9,0.000200
20,23,33,38,40,8,10,0.000200
15,21,25,26,27,5,6,0.000200
4,9,13,24,36,4,11,0.000200
20,25,29,35,40,2,10,0.000200
4,23,27,44,49,6,9,0.000200
9,26,27,39,42,10,11,0.000200
2,11,30,36,39,4,6,0.000200
3,15,23,46,49,1,6,0.000200
16,21,28,34,43,2,6,0.000200
4,14,33,46,48,4,6,0.000200
10,14,19,23,29,5,7,0.000200
16,18,20,31,43,3,7,0.000200
25,26,32,35,46,2,8,0.000200
11,14,29,30,38,6,8,0.000200
7,13,14,27,39,1,8,0.000200
9,24,27,30,33,3,4,0.000200
8,9,23,24,34,3,5,0.000200
11,19,23,27,30,2,3,0.000200
7,19,30,46,50,2,8,0.000200
2,3,13,31,40,2,11,0.000200
11,23,26,39,40,1,7,0.000200
4,16,20,26,35,1,3,0.000200
6,8,18,26,42,4,11,0.000200
18,32,35,44,49,2,11,0.000200
2,4,5,13,35,6,8,0.000200
9,28,29,32,48,8,10,0.000200
1,14,28,29,38,6,10,0.000200
5,7,17,38,47,3,8,0.000200
1,14,37,46,47,3,5,0.000200
11,14,15,25,43,5,6,0.000200
2,15,20,33,47,1,7,0.000200
3,9,23,27,37,4,7,0.000200
2,6,15,47,50,1,3,0.000200
7,25,31,35,45,2,3,0.000200
1,16,17,30,37,3,7,0.000200
18,38,41,44,45,4,8,0.000200
9,14,30,43,49,4,5,0.000200
3,12,15,26,40,5,12,0.000200
5,31,40,47,49,3,4,0.000200
16,27,30,43,44,1,11,0.000200
9,21,37,40,45,5,9,0.000200
8,26,28,34,42,7,8,0.000200
22,28,29,37,40,4,7,0.000200
1,26,29,31,48,3,7,0.000200
6,16,18,28,46,5,6,0.000200
2,16,34,37,47,2,10,0.000200
8,20,25,43,48,7,9,0.000200
1,8,29,32,34,2,8,0.000200
2,6,16,34,40,6,7,0.000200
8,10,13,15,48,5,10,0.000200
2,9,19,37,50,6,11,0.000200
12,22,30,35,44,6,12,0.000200
4,7,19,32,45,3,9,0.000200
9,25,38,39,40,3,11,0.000200
7,17,46,47,48,1,9,0.000200
12,19,27,38,43,4,11,0.000200
4,22,24,39,45,2,5,0.000200
3,4,25,26,32,2,3,0.000200
4,7,15,16,29,6,7,0.000200
16,19,27,36,42,5,11,0.000200
21,25,26,31,35,2,7,0.000200
14,22,30,41,48,5,8,0.000200
4,17,29,44,47,2,11,0.000200
2,3,8,35,44,1,10,0.000200
14,26,28,33,49,10,11,0.000200
6,10,32,43,45,2,8,0.000200
14,33,36,37,50,9,11,0.000200
7,8,24,37,41,4,10,0.000200
7,9,18,26,46,1,9,0.000200
6,15,24,45,47,4,7,0.000200
4,8,18,22,48,1,2,0.000200
3,7,16,38,49,6,11,0.000200
1,21,22,26,44,5,8,0.000200
8,11,12,38,50,3,5,0.000200
6,19,36,38,41,5,8,0.000200
7,14,16,38,45,6,11,0.000200
7,12,24,39,40,2,8,0.000200
18,24,29,32,49,7,9,0.000200
12,25,34,43,45,3,11,0.000200
3,6,23,28,40,11,12,0.000200
